date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:45:46	21828/21828	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:45:51%20GMT	https://codewithharry.com/videos/ml-tutorials-in-hindi-18	E:/New%20folder/website1/codewithharry.com/videos/ml-tutorials-in-hindi-18.html	(from https://codewithharry.com/videos/ml-tutorials-in-hindi-1)
19:45:46	25579/25579	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:45:52%20GMT	https://codewithharry.com/videos/ml-tutorials-in-hindi-21	E:/New%20folder/website1/codewithharry.com/videos/ml-tutorials-in-hindi-21.html	(from https://codewithharry.com/videos/ml-tutorials-in-hindi-1)
19:45:46	21856/21856	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:45:53%20GMT	https://codewithharry.com/videos/ml-tutorials-in-hindi-22	E:/New%20folder/website1/codewithharry.com/videos/ml-tutorials-in-hindi-22.html	(from https://codewithharry.com/videos/ml-tutorials-in-hindi-1)
19:45:48	23988/23988	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:45:53%20GMT	https://codewithharry.com/videos/ml-tutorials-in-hindi-23	E:/New%20folder/website1/codewithharry.com/videos/ml-tutorials-in-hindi-23.html	(from https://codewithharry.com/videos/ml-tutorials-in-hindi-1)
19:45:48	21454/21454	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:45:54%20GMT	https://codewithharry.com/videos/python-game-development-2	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-2.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:49	21494/21494	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:45:55%20GMT	https://codewithharry.com/videos/python-game-development-3	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-3.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:49	21634/21634	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:45:55%20GMT	https://codewithharry.com/videos/python-game-development-4	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-4.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:50	21708/21708	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:45:56%20GMT	https://codewithharry.com/videos/python-game-development-5	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-5.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:50	21751/21751	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:45:56%20GMT	https://codewithharry.com/videos/python-game-development-6	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-6.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:50	21977/21977	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:45:56%20GMT	https://codewithharry.com/videos/python-game-development-7	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-7.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:53	21458/21458	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:45:57%20GMT	https://codewithharry.com/videos/python-game-development-8	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-8.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:54	22023/22023	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:00%20GMT	https://codewithharry.com/videos/python-game-development-9	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-9.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:54	22170/22170	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:00%20GMT	https://codewithharry.com/videos/python-game-development-10	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-10.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:54	25875/25875	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:00%20GMT	https://codewithharry.com/videos/python-game-development-11	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-11.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:55	22581/22581	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:01%20GMT	https://codewithharry.com/videos/python-game-development-12	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-12.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:56	24575/24575	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:01%20GMT	https://codewithharry.com/videos/python-game-development-13	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-13.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:57	22785/22785	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:02%20GMT	https://codewithharry.com/videos/python-game-development-14	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-14.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:57	24758/24758	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:03%20GMT	https://codewithharry.com/videos/python-game-development-15	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-15.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:57	25873/25873	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:03%20GMT	https://codewithharry.com/videos/python-game-development-16	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-16.html	(from https://codewithharry.com/videos/python-game-development-1)
19:45:58	26588/26588	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:04%20GMT	https://codewithharry.com/videos/python-game-development-17	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-17.html	(from https://codewithharry.com/videos/python-game-development-1)
19:46:00	25047/25047	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:04%20GMT	https://codewithharry.com/videos/python-game-development-19	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-19.html	(from https://codewithharry.com/videos/python-game-development-1)
19:46:01	27335/27335	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:06%20GMT	https://codewithharry.com/videos/python-game-development-20	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-20.html	(from https://codewithharry.com/videos/python-game-development-1)
19:46:01	28275/28275	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:04%20GMT	https://codewithharry.com/videos/python-game-development-18	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-18.html	(from https://codewithharry.com/videos/python-game-development-1)
19:46:02	31790/31790	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:08%20GMT	https://codewithharry.com/videos/python-game-development-21	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-21.html	(from https://codewithharry.com/videos/python-game-development-1)
19:46:02	21488/21488	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:08%20GMT	https://codewithharry.com/videos/python-game-development-22	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-22.html	(from https://codewithharry.com/videos/python-game-development-1)
19:46:03	48977/48977	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:09%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-1	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-1.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:05	54979/54979	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:11%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-3	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-3.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:05	51437/51437	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:09%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-2	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-2.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:06	48257/48257	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:12%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-4	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-4.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:06	50617/50617	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:12%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-5	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-5.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:06	52090/52090	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:12%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-6	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-6.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:07	76792/76792	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:13%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-7	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-7.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:07	70047/70047	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:13%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-8	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-8.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:08	58101/58101	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:14%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-9	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-9.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:08	52514/52514	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:14%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-10	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-10.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:08	66284/66284	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:14%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-11	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-11.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:08	48563/48563	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:15%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-12	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-12.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:09	55337/55337	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:15%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-13	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-13.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:09	45295/45295	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:15%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-14	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-14.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:10	67728/67728	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:16%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-15	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-15.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:10	48707/48707	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:16%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-16	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-16.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:11	48388/48388	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:17%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-17	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-17.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:11	51423/51423	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:17%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-18	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-18.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:12	52617/52617	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:18%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-19	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-19.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:12	62730/62730	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:18%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-20	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-20.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:13	68445/68445	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:19%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-21	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-21.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:13	46935/46935	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:19%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-22	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-22.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:13	55228/55228	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:20%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-23	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-23.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:14	46971/46971	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:20%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-24	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-24.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:16	46926/46926	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:21%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-26	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-26.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:16	49767/49767	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:22%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-27	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-27.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:16	54674/54674	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:20%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-25	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-25.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:16	49898/49898	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:22%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-28	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-28.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:17	57012/57012	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:23%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-29	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-29.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:17	44997/44997	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:23%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-30	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-30.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:18	46736/46736	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:24%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-31	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-31.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:18	53771/53771	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:24%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-32	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-32.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:21	45262/45262	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:24%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-33	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-33.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:21	49439/49439	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:27%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-34	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-34.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:22	45652/45652	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:28%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-35	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-35.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:22	47776/47776	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:28%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-36	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-36.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:29	47551/47551	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:36%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-38	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-38.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:31	45054/45054	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:37%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-39	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-39.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:31	48282/48282	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:31%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-37	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-37.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:32	50151/50151	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:38%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-40	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-40.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:32	45508/45508	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:38%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-41	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-41.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:34	48575/48575	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:40%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-43	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-43.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:34	45210/45210	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:39%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-42	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-42.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:34	45148/45148	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:41%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-45	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-45.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:36	45072/45072	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:40%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-44	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-44.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:36	45014/45014	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:41%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-47	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-47.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:37	45119/45119	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:41%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-46	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-46.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:37	49575/49575	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:44%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-48	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-48.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:38	49383/49383	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:44%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-49	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-49.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:39	45352/45352	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:45%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-51	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-51.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:39	44949/44949	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:45%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-52	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-52.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:39	45056/45056	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:45%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-53	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-53.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:39	45072/45072	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:44%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-50	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-50.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:40	45304/45304	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:46%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-54	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-54.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:41	45485/45485	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:46%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-55	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-55.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:42	45779/45779	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:47%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-57	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-57.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:43	45662/45662	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:48%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-58	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-58.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:43	50366/50366	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:47%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-56	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-56.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:43	45676/45676	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:48%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-59	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-59.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
19:46:45	46125/46125	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:46:51%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-60	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-60.html	(from https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0)
